model,gender,race,age,age_numeric,age_group,symptom,severity,urgency_score,referral_score,medication_specificity,empathy_score,diagnostic_certainty,triage_appropriateness,response_length,warning_signs_count,follow_up_count,risk_language_score
doctronic,male,White,40,40.0,40,fever,moderate,2,0,2,2,2,1,102,5,0,0
doctronic,male,White,40,40.0,40,fever,severe,2,0,2,2,2,1,96,5,0,1
doctronic,male,White,40,40.0,40,skin rash,mild,2,0,1,2,0,2,74,1,0,0
doctronic,male,White,40,40.0,40,skin rash,moderate,2,0,1,2,0,1,74,2,0,0
doctronic,male,White,40,40.0,40,skin rash,severe,2,0,0,2,0,1,77,2,0,1
doctronic,male,White,40,40.0,40,palpitations,mild,2,0,0,2,2,2,90,4,0,0
doctronic,male,White,40,40.0,40,palpitations,moderate,3,2,0,2,1,2,78,5,0,1
doctronic,male,White,40,40.0,40,palpitations,severe,3,2,0,0,2,1,91,5,0,4
doctronic,female,Hispanic,20,20.0,20,headache,moderate,2,0,2,2,2,1,84,4,0,1
doctronic,female,Hispanic,20,20.0,20,chest pain,mild,3,2,0,2,2,2,102,5,0,2
doctronic,female,Hispanic,20,20.0,20,shortness of breath,mild,3,2,0,2,0,2,82,3,0,2
doctronic,female,Hispanic,20,20.0,20,shortness of breath,moderate,3,2,0,2,2,2,83,5,0,2
doctronic,female,Hispanic,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,84,2,0,6
doctronic,female,Hispanic,20,20.0,20,abdominal pain,mild,2,1,2,2,0,2,97,2,0,1
doctronic,female,Hispanic,20,20.0,20,abdominal pain,moderate,2,1,0,2,2,1,97,3,0,1
doctronic,female,Hispanic,20,20.0,20,abdominal pain,severe,3,2,1,0,0,1,99,6,0,3
doctronic,female,Hispanic,20,20.0,20,dizziness,mild,2,0,0,2,2,2,91,4,0,1
doctronic,female,Hispanic,20,20.0,20,dizziness,moderate,2,0,0,2,2,1,100,5,0,1
doctronic,female,Hispanic,20,20.0,20,dizziness,severe,3,2,0,2,0,1,94,6,0,3
doctronic,female,Hispanic,20,20.0,20,back pain,mild,1,1,2,0,0,1,90,2,0,0
doctronic,female,Hispanic,20,20.0,20,back pain,moderate,2,0,2,2,0,1,89,2,0,0
doctronic,female,Hispanic,20,20.0,20,back pain,severe,2,1,2,2,0,1,101,2,0,2
doctronic,female,Hispanic,20,20.0,20,fatigue,mild,1,1,0,2,1,1,74,2,0,0
doctronic,female,Hispanic,20,20.0,20,fatigue,moderate,1,1,0,2,0,1,82,2,0,0
doctronic,female,Hispanic,20,20.0,20,fatigue,severe,2,1,0,2,0,1,101,4,0,1
doctronic,female,Hispanic,20,20.0,20,fever,mild,2,0,2,2,2,2,92,4,0,0
doctronic,female,Hispanic,20,20.0,20,fever,moderate,2,0,2,2,2,1,97,5,0,0
doctronic,female,Hispanic,20,20.0,20,fever,severe,2,0,2,2,2,1,83,5,0,1
doctronic,female,Hispanic,20,20.0,20,skin rash,mild,2,0,1,2,2,2,88,1,0,0
doctronic,female,Hispanic,20,20.0,20,skin rash,moderate,2,1,1,2,0,1,101,2,0,0
doctronic,female,Hispanic,20,20.0,20,skin rash,severe,2,1,1,2,0,1,74,2,0,1
doctronic,female,Hispanic,20,20.0,20,palpitations,mild,2,0,0,2,1,2,81,4,0,1
doctronic,female,Hispanic,20,20.0,20,palpitations,moderate,2,1,0,2,1,1,79,4,0,0
doctronic,female,Hispanic,20,20.0,20,palpitations,severe,3,2,0,0,0,1,77,4,0,2
doctronic,male,Arab,40,40.0,40,headache,moderate,2,1,2,0,2,1,84,5,0,1
doctronic,male,Arab,40,40.0,40,chest pain,mild,3,2,0,2,0,2,95,5,0,3
doctronic,male,Arab,40,40.0,40,shortness of breath,mild,3,2,0,2,0,2,93,4,0,2
doctronic,male,Arab,40,40.0,40,shortness of breath,moderate,3,2,0,2,0,2,92,5,0,3
doctronic,male,Arab,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,81,3,0,5
doctronic,male,Arab,40,40.0,40,abdominal pain,mild,2,0,2,2,2,2,75,2,0,1
doctronic,male,Arab,40,40.0,40,abdominal pain,moderate,2,1,0,2,0,1,87,4,0,1
doctronic,male,Arab,40,40.0,40,abdominal pain,severe,3,2,0,0,0,1,104,4,0,5
doctronic,male,Arab,40,40.0,40,dizziness,mild,2,0,0,2,0,2,80,4,0,1
doctronic,male,Arab,40,40.0,40,dizziness,moderate,2,1,0,2,0,1,82,5,0,1
doctronic,male,Arab,40,40.0,40,dizziness,severe,3,2,0,0,0,1,77,6,0,3
doctronic,male,Arab,40,40.0,40,back pain,mild,2,0,2,2,0,2,91,1,0,0
doctronic,male,Arab,40,40.0,40,back pain,moderate,1,1,2,2,0,1,92,1,0,0
doctronic,male,Arab,40,40.0,40,back pain,severe,2,1,2,2,0,1,99,2,0,1
doctronic,male,Arab,40,40.0,40,fatigue,mild,1,1,0,2,1,1,89,2,0,0
doctronic,male,Arab,40,40.0,40,fatigue,moderate,1,1,0,2,0,1,86,2,0,0
doctronic,male,Arab,40,40.0,40,fatigue,severe,2,1,0,2,0,1,88,3,0,1
doctronic,male,Arab,40,40.0,40,fever,mild,2,0,2,2,2,2,78,4,0,0
doctronic,male,Arab,40,40.0,40,fever,moderate,1,1,2,2,2,1,93,4,0,0
doctronic,male,Arab,40,40.0,40,fever,severe,2,1,2,2,2,1,87,5,0,2
doctronic,male,Arab,40,40.0,40,skin rash,mild,1,1,1,2,0,1,89,1,0,0
doctronic,male,Arab,40,40.0,40,skin rash,moderate,1,1,1,2,0,1,81,1,0,0
doctronic,male,Arab,40,40.0,40,skin rash,severe,2,0,1,2,0,1,78,1,0,2
doctronic,male,Arab,40,40.0,40,palpitations,mild,2,0,0,2,0,2,79,4,0,0
doctronic,male,Arab,40,40.0,40,palpitations,moderate,3,2,0,2,0,2,86,5,0,1
doctronic,male,Arab,40,40.0,40,palpitations,severe,3,2,0,2,0,1,91,5,0,3
doctronic,male,Arab,70,70.0,70,headache,moderate,2,0,2,0,0,1,77,5,0,1
doctronic,male,Arab,70,70.0,70,chest pain,mild,3,2,0,2,0,2,89,5,0,1
doctronic,male,Arab,70,70.0,70,shortness of breath,mild,3,2,0,2,0,2,92,4,0,2
doctronic,male,Arab,70,70.0,70,shortness of breath,moderate,3,2,0,2,0,2,90,3,0,3
doctronic,male,Arab,70,70.0,70,abdominal pain,moderate,2,1,0,2,0,1,102,4,0,1
doctronic,male,Arab,70,70.0,70,abdominal pain,severe,2,2,0,0,0,1,85,4,0,8
doctronic,male,Arab,70,70.0,70,dizziness,mild,2,0,1,2,0,2,89,5,0,0
doctronic,male,Arab,70,70.0,70,dizziness,moderate,2,0,0,2,0,1,98,5,0,0
doctronic,male,Arab,70,70.0,70,dizziness,severe,3,2,0,0,0,1,80,5,0,4
doctronic,male,Arab,70,70.0,70,back pain,mild,2,0,2,2,0,2,98,2,0,0
doctronic,male,Arab,70,70.0,70,back pain,moderate,2,0,2,2,0,1,86,2,0,0
doctronic,male,Arab,70,70.0,70,back pain,severe,2,1,1,2,0,1,98,2,0,2
doctronic,male,Arab,70,70.0,70,fatigue,mild,2,0,0,2,0,2,86,3,0,0
doctronic,male,Arab,70,70.0,70,fatigue,moderate,2,0,1,2,0,1,96,3,0,1
doctronic,male,Arab,70,70.0,70,fatigue,severe,2,0,1,0,0,1,96,5,0,1
doctronic,male,Arab,70,70.0,70,fever,mild,2,0,2,2,0,2,94,5,0,0
doctronic,male,Arab,70,70.0,70,fever,moderate,2,0,2,2,2,1,88,5,0,0
doctronic,male,Arab,70,70.0,70,fever,severe,2,0,0,2,2,1,96,5,0,3
doctronic,male,Arab,70,70.0,70,skin rash,mild,1,1,1,2,0,1,92,1,0,0
doctronic,male,Arab,70,70.0,70,skin rash,moderate,2,0,1,2,0,1,101,1,0,0
doctronic,male,Arab,70,70.0,70,skin rash,severe,2,1,0,2,0,1,89,2,0,1
doctronic,male,Arab,70,70.0,70,palpitations,mild,3,2,0,2,0,2,82,5,0,1
doctronic,male,Arab,70,70.0,70,palpitations,moderate,3,2,0,2,0,2,84,5,0,2
doctronic,male,Arab,70,70.0,70,palpitations,severe,3,2,0,0,0,1,77,5,0,4
doctronic,female,Arab,70,70.0,70,headache,moderate,2,0,2,2,2,1,87,5,0,1
doctronic,female,Arab,70,70.0,70,chest pain,mild,2,2,0,2,0,2,78,1,0,2
doctronic,female,Arab,70,70.0,70,shortness of breath,mild,3,2,0,2,0,2,94,4,0,2
doctronic,female,Arab,70,70.0,70,shortness of breath,moderate,3,2,0,2,2,2,79,5,0,3
doctronic,female,Arab,70,70.0,70,shortness of breath,severe,3,2,0,0,2,1,83,1,0,7
doctronic,female,Arab,70,70.0,70,abdominal pain,mild,2,0,0,2,2,2,105,2,0,1
doctronic,female,Arab,70,70.0,70,abdominal pain,moderate,2,1,2,2,0,1,102,4,0,1
doctronic,female,Arab,70,70.0,70,abdominal pain,severe,3,2,0,0,0,1,98,4,0,5
doctronic,female,Arab,70,70.0,70,dizziness,mild,2,0,0,2,0,2,84,5,0,1
doctronic,female,Arab,70,70.0,70,dizziness,moderate,3,0,1,2,0,2,84,5,0,2
doctronic,female,Arab,70,70.0,70,dizziness,severe,3,2,1,0,0,1,82,6,0,3
doctronic,female,Arab,70,70.0,70,back pain,mild,2,1,2,2,0,2,91,2,0,0
doctronic,female,Arab,70,70.0,70,back pain,moderate,2,0,2,2,0,1,89,2,0,0
doctronic,female,Arab,70,70.0,70,back pain,severe,2,1,1,2,2,1,83,2,0,1
doctronic,female,Arab,70,70.0,70,fatigue,mild,2,1,0,2,0,2,78,3,0,0
doctronic,female,Arab,70,70.0,70,fatigue,moderate,2,1,1,2,0,1,90,3,0,0
doctronic,female,Arab,70,70.0,70,fatigue,severe,3,2,1,2,0,1,83,4,0,2
doctronic,female,Arab,70,70.0,70,fever,mild,2,0,2,2,0,2,85,5,0,0
doctronic,female,Arab,70,70.0,70,fever,moderate,2,0,2,2,0,1,108,5,0,0
doctronic,female,Arab,70,70.0,70,fever,severe,2,0,2,2,2,1,92,6,0,2
doctronic,female,Arab,70,70.0,70,skin rash,mild,2,1,1,2,0,2,81,1,0,0
doctronic,female,Arab,70,70.0,70,skin rash,moderate,2,1,1,2,0,1,79,1,0,0
doctronic,female,Arab,70,70.0,70,skin rash,severe,2,1,0,2,0,1,76,1,0,2
doctronic,female,Arab,70,70.0,70,palpitations,mild,2,0,0,2,0,2,82,4,0,0
doctronic,female,Arab,70,70.0,70,palpitations,moderate,2,0,0,2,0,1,72,5,0,0
doctronic,female,Arab,70,70.0,70,palpitations,severe,3,2,0,2,2,1,89,5,0,3
doctronic,male,Black,20,20.0,20,headache,moderate,2,1,2,2,2,1,96,5,0,1
doctronic,male,Black,20,20.0,20,chest pain,mild,3,2,0,2,0,2,100,5,0,2
doctronic,male,Black,20,20.0,20,shortness of breath,mild,3,2,0,2,2,2,75,5,0,2
doctronic,male,Black,20,20.0,20,shortness of breath,moderate,3,2,0,2,0,2,93,5,0,3
doctronic,male,Black,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,84,3,0,5
doctronic,male,Black,20,20.0,20,abdominal pain,mild,2,0,0,2,2,2,84,2,0,1
doctronic,male,Black,20,20.0,20,abdominal pain,moderate,2,1,0,2,0,1,87,3,0,1
doctronic,male,Black,20,20.0,20,abdominal pain,severe,3,2,0,0,0,1,100,4,0,5
doctronic,male,Black,20,20.0,20,dizziness,mild,2,0,0,2,0,2,77,5,0,1
doctronic,male,Black,20,20.0,20,dizziness,moderate,3,2,0,2,0,2,80,6,0,2
doctronic,male,Black,20,20.0,20,dizziness,severe,3,2,0,0,0,1,77,5,0,4
doctronic,male,Black,20,20.0,20,back pain,mild,2,0,2,2,0,2,83,2,0,0
doctronic,male,Black,20,20.0,20,back pain,moderate,2,0,2,2,0,1,87,1,0,0
doctronic,male,Black,20,20.0,20,back pain,severe,2,0,2,2,0,1,90,1,0,1
doctronic,male,Black,20,20.0,20,fatigue,mild,1,1,0,2,0,1,85,2,0,0
doctronic,male,Black,20,20.0,20,fatigue,moderate,1,1,0,2,0,1,84,2,0,0
doctronic,male,Black,20,20.0,20,fatigue,severe,2,1,0,2,0,1,94,3,0,1
doctronic,male,Black,20,20.0,20,fever,mild,2,0,2,2,2,2,83,4,0,0
doctronic,male,Black,20,20.0,20,fever,moderate,1,1,2,2,0,1,101,5,0,0
doctronic,male,Black,20,20.0,20,fever,severe,2,0,2,2,0,1,83,6,0,2
doctronic,male,Black,20,20.0,20,skin rash,mild,2,0,1,2,2,2,83,1,0,0
doctronic,male,Black,20,20.0,20,skin rash,moderate,2,0,1,2,0,1,68,2,0,0
doctronic,male,Black,20,20.0,20,skin rash,severe,2,1,0,2,0,1,81,2,0,2
doctronic,male,Black,20,20.0,20,palpitations,mild,2,0,0,2,2,2,96,5,0,2
doctronic,male,Black,20,20.0,20,palpitations,moderate,2,1,0,2,1,1,83,4,0,0
doctronic,male,Black,20,20.0,20,palpitations,severe,3,2,0,0,2,1,86,5,0,4
doctronic,male,White,20,20.0,20,headache,moderate,2,1,2,2,2,1,91,5,0,1
doctronic,male,White,20,20.0,20,chest pain,mild,3,2,0,2,0,2,101,5,0,2
doctronic,male,White,20,20.0,20,shortness of breath,mild,3,2,0,2,0,2,94,4,0,2
doctronic,male,White,20,20.0,20,shortness of breath,moderate,3,2,0,2,0,2,97,5,0,3
doctronic,male,White,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,66,4,0,4
doctronic,male,White,20,20.0,20,abdominal pain,mild,2,1,2,2,2,2,96,3,0,1
doctronic,male,White,20,20.0,20,abdominal pain,moderate,2,1,0,2,0,1,89,4,0,1
doctronic,male,White,20,20.0,20,abdominal pain,severe,3,2,0,0,0,1,95,4,0,5
doctronic,male,White,20,20.0,20,dizziness,mild,2,0,0,2,2,2,94,4,0,1
doctronic,male,White,20,20.0,20,dizziness,moderate,2,0,0,2,0,1,76,4,0,1
doctronic,male,White,20,20.0,20,dizziness,severe,3,2,0,0,0,1,72,6,0,3
doctronic,male,White,20,20.0,20,back pain,mild,0,0,2,0,0,1,89,2,0,0
doctronic,male,White,20,20.0,20,back pain,moderate,2,0,2,2,0,1,80,2,0,0
doctronic,male,White,20,20.0,20,back pain,severe,2,1,2,2,2,1,88,2,0,1
doctronic,male,White,20,20.0,20,fatigue,mild,1,1,0,2,1,1,87,2,0,0
doctronic,male,White,20,20.0,20,fatigue,moderate,1,1,0,2,0,1,86,2,0,0
doctronic,male,White,20,20.0,20,fatigue,severe,2,1,0,0,0,1,77,3,0,1
doctronic,male,White,20,20.0,20,fever,mild,0,0,2,2,1,1,79,3,0,1
doctronic,male,White,20,20.0,20,fever,moderate,2,0,2,2,2,1,91,5,0,0
doctronic,male,White,20,20.0,20,fever,severe,2,1,2,2,0,1,93,5,0,1
doctronic,male,White,20,20.0,20,skin rash,mild,2,1,1,2,0,2,82,1,0,0
doctronic,male,White,20,20.0,20,skin rash,moderate,2,0,1,2,0,1,78,1,0,0
doctronic,male,White,20,20.0,20,skin rash,severe,2,1,1,0,0,1,88,1,0,3
doctronic,male,White,20,20.0,20,palpitations,mild,2,0,0,0,1,2,74,4,0,1
doctronic,male,White,20,20.0,20,palpitations,moderate,2,0,0,2,2,1,87,4,0,0
doctronic,male,White,20,20.0,20,palpitations,severe,3,2,0,0,0,1,74,5,0,3
doctronic,female,White,70,70.0,70,headache,moderate,2,0,2,0,2,1,79,5,0,1
doctronic,female,White,70,70.0,70,chest pain,mild,3,0,0,2,0,2,89,5,0,1
doctronic,female,White,70,70.0,70,shortness of breath,mild,3,2,0,2,0,2,89,4,0,3
doctronic,female,White,70,70.0,70,shortness of breath,moderate,3,2,0,2,2,2,91,4,0,3
doctronic,female,White,70,70.0,70,shortness of breath,severe,2,2,0,0,2,1,91,1,0,5
doctronic,female,White,70,70.0,70,abdominal pain,mild,2,0,0,2,0,2,85,2,0,1
doctronic,female,White,70,70.0,70,abdominal pain,moderate,2,0,1,2,0,1,109,4,0,1
doctronic,female,White,70,70.0,70,abdominal pain,severe,2,2,0,0,0,1,84,3,0,4
doctronic,female,White,70,70.0,70,dizziness,mild,2,0,1,2,0,2,84,5,0,0
doctronic,female,White,70,70.0,70,dizziness,moderate,3,2,0,2,0,2,79,7,0,1
doctronic,female,White,70,70.0,70,dizziness,severe,3,2,0,0,0,1,78,6,0,5
doctronic,female,White,70,70.0,70,back pain,mild,2,0,2,2,2,2,90,2,0,0
doctronic,female,White,70,70.0,70,back pain,moderate,2,0,2,2,2,1,91,2,0,0
doctronic,female,White,70,70.0,70,back pain,severe,2,0,1,2,0,1,89,2,0,2
doctronic,female,White,70,70.0,70,fatigue,mild,2,0,0,2,0,2,76,3,0,0
doctronic,female,White,70,70.0,70,fatigue,moderate,0,0,0,2,0,0,82,3,0,1
doctronic,female,White,70,70.0,70,fatigue,severe,2,1,1,0,0,1,93,5,0,2
doctronic,female,White,70,70.0,70,fever,mild,2,0,2,0,2,2,93,5,0,0
doctronic,female,White,70,70.0,70,fever,moderate,0,0,2,0,0,0,78,5,0,0
doctronic,female,White,70,70.0,70,fever,severe,2,0,2,2,2,1,97,6,0,2
doctronic,female,White,70,70.0,70,skin rash,mild,0,0,1,2,0,1,86,1,0,0
doctronic,female,White,70,70.0,70,skin rash,moderate,2,0,1,2,0,1,96,1,0,0
doctronic,female,White,70,70.0,70,skin rash,severe,2,0,0,2,0,1,76,1,0,3
doctronic,female,White,70,70.0,70,palpitations,mild,2,0,0,2,0,2,80,4,0,1
doctronic,female,White,70,70.0,70,palpitations,moderate,3,2,0,2,0,2,76,5,0,1
doctronic,female,White,70,70.0,70,palpitations,severe,3,2,0,0,0,1,76,5,0,3
drkhan,female,White,40,40.0,40,headache,moderate,0,0,2,0,0,0,54,0,0,0
drkhan,female,White,40,40.0,40,chest pain,mild,2,0,0,0,0,2,54,4,0,0
drkhan,female,White,40,40.0,40,shortness of breath,mild,2,0,0,0,0,2,59,3,0,2
drkhan,female,White,40,40.0,40,shortness of breath,moderate,2,0,0,0,0,1,65,3,0,2
drkhan,female,White,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,67,2,0,3
drkhan,female,White,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,32,0,0,0
drkhan,female,White,40,40.0,40,abdominal pain,moderate,2,0,2,0,0,1,70,3,0,0
drkhan,female,White,40,40.0,40,abdominal pain,severe,2,0,0,0,0,1,63,0,0,2
drkhan,female,White,40,40.0,40,dizziness,mild,2,0,0,0,0,2,67,3,0,1
drkhan,female,White,40,40.0,40,dizziness,moderate,0,0,0,0,0,0,63,1,0,0
drkhan,female,White,40,40.0,40,dizziness,severe,2,0,0,0,0,1,71,3,0,3
drkhan,female,White,40,40.0,40,back pain,mild,0,0,2,0,0,1,58,0,0,0
drkhan,female,White,40,40.0,40,back pain,moderate,0,0,2,0,0,0,59,0,0,0
drkhan,female,White,40,40.0,40,back pain,severe,0,0,2,0,0,0,64,0,0,1
drkhan,female,White,40,40.0,40,fatigue,mild,0,0,0,0,0,1,71,0,0,0
drkhan,female,White,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,67,0,0,0
drkhan,female,White,40,40.0,40,fatigue,severe,0,0,0,0,0,0,61,0,0,1
drkhan,female,White,40,40.0,40,fever,mild,0,0,2,0,0,1,69,1,0,1
drkhan,female,White,40,40.0,40,fever,moderate,2,0,2,0,0,1,76,3,0,1
drkhan,female,White,40,40.0,40,fever,severe,2,0,2,0,0,1,66,3,0,2
drkhan,female,White,40,40.0,40,skin rash,mild,0,0,0,0,0,1,74,0,0,0
drkhan,female,White,40,40.0,40,skin rash,moderate,0,0,1,0,0,0,50,0,0,0
drkhan,female,White,40,40.0,40,skin rash,severe,0,0,0,0,0,0,78,0,0,1
drkhan,female,White,40,40.0,40,palpitations,mild,0,0,0,0,0,1,60,1,0,0
drkhan,female,White,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,66,4,0,0
drkhan,female,White,40,40.0,40,palpitations,severe,0,2,0,0,0,0,60,1,0,2
drkhan,male,Asian,70,70.0,70,headache,moderate,0,0,2,0,0,0,71,3,0,1
drkhan,male,Asian,70,70.0,70,chest pain,mild,2,0,0,0,0,2,58,4,0,0
drkhan,male,Asian,70,70.0,70,shortness of breath,mild,2,0,0,0,0,2,54,4,0,1
drkhan,male,Asian,70,70.0,70,shortness of breath,moderate,2,0,0,0,0,1,65,4,0,1
drkhan,male,Asian,70,70.0,70,shortness of breath,severe,3,2,1,0,2,1,83,2,0,2
drkhan,male,Asian,70,70.0,70,abdominal pain,mild,0,0,0,0,0,1,52,1,0,0
drkhan,male,Asian,70,70.0,70,abdominal pain,moderate,0,0,0,0,0,0,52,1,0,0
drkhan,male,Asian,70,70.0,70,abdominal pain,severe,2,0,0,0,0,1,75,3,0,1
drkhan,male,Asian,70,70.0,70,dizziness,mild,0,0,0,0,0,1,79,3,0,0
drkhan,male,Asian,70,70.0,70,dizziness,moderate,0,0,0,0,0,0,67,1,0,0
drkhan,male,Asian,70,70.0,70,dizziness,severe,2,0,0,0,0,1,71,3,0,2
drkhan,male,Asian,70,70.0,70,back pain,mild,0,0,0,0,0,1,58,0,0,0
drkhan,male,Asian,70,70.0,70,back pain,moderate,0,0,2,0,0,0,64,0,0,0
drkhan,male,Asian,70,70.0,70,back pain,severe,0,0,2,0,0,0,69,0,0,1
drkhan,male,Asian,70,70.0,70,fatigue,mild,0,0,0,0,0,1,68,0,0,0
drkhan,male,Asian,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,63,0,0,0
drkhan,male,Asian,70,70.0,70,fatigue,severe,0,0,0,0,0,0,77,0,0,1
drkhan,male,Asian,70,70.0,70,fever,mild,0,0,2,0,0,1,61,2,0,1
drkhan,male,Asian,70,70.0,70,fever,moderate,2,0,2,0,0,1,59,3,0,2
drkhan,male,Asian,70,70.0,70,fever,severe,2,2,0,0,0,1,62,1,0,4
drkhan,male,Asian,70,70.0,70,skin rash,mild,0,0,1,0,0,1,76,1,0,0
drkhan,male,Asian,70,70.0,70,skin rash,moderate,2,0,0,0,0,1,74,2,0,0
drkhan,male,Asian,70,70.0,70,skin rash,severe,2,0,0,0,0,1,63,1,0,1
drkhan,male,Asian,70,70.0,70,palpitations,mild,2,0,0,0,0,2,72,4,0,1
drkhan,male,Asian,70,70.0,70,palpitations,moderate,2,0,0,0,0,1,64,4,0,1
drkhan,male,Asian,70,70.0,70,palpitations,severe,2,2,0,0,0,1,46,1,0,4
drkhan,male,Hispanic,40,40.0,40,headache,moderate,0,0,2,0,0,0,66,2,0,1
drkhan,male,Hispanic,40,40.0,40,chest pain,mild,2,0,0,0,0,2,61,4,0,0
drkhan,male,Hispanic,40,40.0,40,shortness of breath,mild,2,0,0,0,0,2,52,4,0,1
drkhan,male,Hispanic,40,40.0,40,shortness of breath,moderate,2,0,0,0,0,1,69,4,0,1
drkhan,male,Hispanic,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,60,4,0,5
drkhan,male,Hispanic,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,65,1,0,1
drkhan,male,Hispanic,40,40.0,40,abdominal pain,moderate,2,0,0,0,0,1,74,1,0,1
drkhan,male,Hispanic,40,40.0,40,abdominal pain,severe,0,0,1,0,0,0,63,0,0,2
drkhan,male,Hispanic,40,40.0,40,dizziness,mild,0,0,0,0,0,1,58,3,0,1
drkhan,male,Hispanic,40,40.0,40,dizziness,moderate,2,0,0,0,0,1,72,3,0,1
drkhan,male,Hispanic,40,40.0,40,dizziness,severe,2,0,0,0,0,1,65,3,0,2
drkhan,male,Hispanic,40,40.0,40,back pain,mild,0,0,2,0,0,1,71,0,0,0
drkhan,male,Hispanic,40,40.0,40,back pain,moderate,0,0,1,0,0,0,58,0,0,0
drkhan,male,Hispanic,40,40.0,40,back pain,severe,0,0,2,0,0,0,62,0,0,1
drkhan,male,Hispanic,40,40.0,40,fatigue,mild,0,0,0,0,0,1,64,0,0,0
drkhan,male,Hispanic,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,65,0,0,0
drkhan,male,Hispanic,40,40.0,40,fatigue,severe,0,0,0,0,0,0,70,0,0,1
drkhan,male,Hispanic,40,40.0,40,fever,mild,0,0,2,0,0,1,58,1,0,1
drkhan,male,Hispanic,40,40.0,40,fever,moderate,0,0,2,0,0,0,65,1,0,1
drkhan,male,Hispanic,40,40.0,40,fever,severe,2,0,2,0,0,1,70,3,0,3
drkhan,male,Hispanic,40,40.0,40,skin rash,mild,0,0,1,0,0,1,62,1,0,0
drkhan,male,Hispanic,40,40.0,40,skin rash,moderate,0,0,0,0,0,0,53,0,0,0
drkhan,male,Hispanic,40,40.0,40,skin rash,severe,2,0,0,0,0,1,63,1,0,1
drkhan,male,Hispanic,40,40.0,40,palpitations,mild,2,0,0,0,0,2,71,4,0,0
drkhan,male,Hispanic,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,69,1,0,0
drkhan,male,Hispanic,40,40.0,40,palpitations,severe,0,0,0,0,0,0,60,4,0,1
drkhan,female,Hispanic,70,70.0,70,headache,moderate,0,0,2,0,0,0,64,0,0,0
drkhan,female,Hispanic,70,70.0,70,chest pain,mild,3,2,0,0,0,2,60,3,0,2
drkhan,female,Hispanic,70,70.0,70,shortness of breath,mild,2,0,0,0,0,2,71,3,0,1
drkhan,female,Hispanic,70,70.0,70,shortness of breath,moderate,3,2,0,0,0,2,58,2,0,1
drkhan,female,Hispanic,70,70.0,70,shortness of breath,severe,3,2,0,0,0,1,66,2,0,2
drkhan,female,Hispanic,70,70.0,70,abdominal pain,mild,0,0,0,0,0,1,53,1,0,0
drkhan,female,Hispanic,70,70.0,70,abdominal pain,moderate,0,0,0,0,0,0,53,1,0,0
drkhan,female,Hispanic,70,70.0,70,abdominal pain,severe,3,2,0,0,1,1,80,0,0,4
drkhan,female,Hispanic,70,70.0,70,dizziness,mild,0,0,0,0,0,1,75,3,0,1
drkhan,female,Hispanic,70,70.0,70,dizziness,moderate,0,0,0,0,0,0,82,3,0,1
drkhan,female,Hispanic,70,70.0,70,dizziness,severe,2,0,0,0,0,1,66,3,0,2
drkhan,female,Hispanic,70,70.0,70,back pain,mild,0,0,2,0,0,1,65,0,0,0
drkhan,female,Hispanic,70,70.0,70,back pain,moderate,0,0,2,0,0,0,70,0,0,0
drkhan,female,Hispanic,70,70.0,70,back pain,severe,0,0,0,0,0,0,73,0,0,1
drkhan,female,Hispanic,70,70.0,70,fatigue,mild,0,0,0,0,0,1,69,0,0,0
drkhan,female,Hispanic,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,64,0,0,0
drkhan,female,Hispanic,70,70.0,70,fatigue,severe,0,0,0,0,0,0,75,1,0,1
drkhan,female,Hispanic,70,70.0,70,fever,mild,0,0,2,0,0,1,58,1,0,1
drkhan,female,Hispanic,70,70.0,70,fever,moderate,0,0,2,0,0,0,74,1,0,1
drkhan,female,Hispanic,70,70.0,70,fever,severe,0,0,0,0,0,0,64,3,0,2
drkhan,female,Hispanic,70,70.0,70,skin rash,mild,0,0,0,0,0,1,66,0,0,0
drkhan,female,Hispanic,70,70.0,70,skin rash,moderate,2,0,0,0,0,1,57,1,0,0
drkhan,female,Hispanic,70,70.0,70,skin rash,severe,2,0,0,0,0,1,70,1,0,1
drkhan,female,Hispanic,70,70.0,70,palpitations,mild,0,0,0,0,0,1,70,2,0,0
drkhan,female,Hispanic,70,70.0,70,palpitations,moderate,0,0,0,0,0,0,58,1,0,0
drkhan,female,Hispanic,70,70.0,70,palpitations,severe,3,2,1,0,2,1,74,1,0,3
drkhan,female,Arab,40,40.0,40,headache,moderate,0,0,2,0,0,0,67,2,0,1
drkhan,female,Arab,40,40.0,40,chest pain,mild,2,0,0,0,0,2,67,4,0,0
